Фамилия,Имя,Пол,Возраст,Рост,Город,Должность,Зарплата,Транспорт
Бобылева-бубнова,Дарья,жен,46,172,Рязань,руководитель группы,60000,нет
Бобычев,Пётр,муж,57,172,Омск,ведущий инженер,700000,да
Бовшеверов,Максим,муж,18,168,Уфа,учитель,80000,да
Богапов,Пётр,муж,33,160,Ачинск,конструктор,50000,нет
Богашева,Ольга,жен,30,163,Санкт-Петербург,ведущий инженер,30000,да
Богинина,Евгения,жен,58,181,Калининград,конструктор,200000,да
Боговарова,Мария,жен,49,155,Омск,инженер,40000,нет
Богомягкова,Марина,жен,37,182,Казань,директор предприятия,900000,да
Богоненков,Сергей,муж,41,155,Казань,учитель,60000,нет
Богородцкова,Анна,жен,19,178,Рязань,учитель,20000,да
Богриновцева,Ольга,жен,27,175,Уфа,инженер,800000,нет
Богрянцева,Марина,жен,22,186,Уфа,инженер,50000,да
Богушева,Кристина,жен,22,186,Уфа,директор предприятия,250000,да
Бодарина,Юлия,жен,38,188,Омск,конструктор,500000,нет
Бодина,Ольга,жен,54,178,Москва,ведущий инженер,100000,нет
Бодуров,Александр,муж,36,161,Уфа,бухгалтер,45000,нет
Бодягина,Юлия,жен,54,185,Санкт-Петербург,директор предприятия,20000,да
Божанова,Анна,жен,33,166,Омск,директор предприятия,300000,нет
Боженина,Ольга,жен,31,175,Калининград,конструктор,80000,да
Божинова,Марина,жен,35,175,Ачинск,бухгалтер,40000,нет
Бозвалова,Диана,жен,47,178,Мурманск,кондитер,30000,нет
Бозюков,Александр,муж,42,157,Ачинск,руководитель группы,45000,да
Бойцова-егорова,Ольга,жен,34,173,Калининград,учитель,900000,да
Бокарёв,Андрей,муж,57,178,Владимир,бухгалтер,45000,нет
Бокатуева,Юлия,жен,27,163,Санкт-Петербург,руководитель группы,900000,нет
Боклашов,Максим,муж,40,160,Санкт-Петербург,инженер,35000,да
Бокояров,Василий,муж,18,158,Москва,директор предприятия,700000,нет
Болагов,Никита,муж,25,187,Владимир,руководитель группы,20000,нет
Болбикова,Юлия,жен,59,166,Санкт-Петербург,инженер,400000,да
Болдушкина,Евгения,жен,28,179,Казань,бухгалтер,80000,да
Болдырихина,Кристина,жен,48,179,Калининград,кондитер,800000,да
Боловикова,Кристина,жен,58,171,Калининград,учитель,30000,да
Болонкина,Анна,жен,40,166,Владимир,инженер,20000,нет
Болотнева,Юлия,жен,54,164,Рязань,инженер,300000,нет
Болсанов,Михаил,муж,25,158,Омск,конструктор,500000,нет
Болтвинова,Марина,жен,43,186,Омск,конструктор,70000,да
Болтунков,Михаил,муж,35,171,Казань,руководитель группы,150000,нет
Болуева,Диана,жен,40,161,Владимир,кондитер,80000,да
Болушаев,Сергей,муж,33,161,Москва,бухгалтер,250000,да
Больинова,Юлия,жен,54,182,Мурманск,директор предприятия,25000,да
Большунова,Марина,жен,39,181,Владимир,инженер,400000,нет
Бомазунова,Ольга,жен,46,168,Санкт-Петербург,бухгалтер,150000,нет
Бондырева,Кристина,жен,44,162,Казань,конструктор,50000,нет
Бонцева,Анна,жен,29,174,Омск,конструктор,350000,нет
Бонченков,Пётр,муж,26,155,Калининград,руководитель группы,200000,нет
Борзакова,Юлия,жен,55,167,Ачинск,учитель,90000,нет
Борзунова,Диана,жен,52,155,Рязань,бухгалтер,90000,нет
Борисеев,Сергей,муж,34,175,Санкт-Петербург,ведущий инженер,400000,нет
Борменков,Михаил,муж,37,166,Казань,руководитель группы,700000,да
Борова,Анастасия,жен,47,188,Ачинск,руководитель группы,70000,да
Боровкина,Дарья,жен,38,175,Казань,бухгалтер,350000,да
Боровцова,Мария,жен,57,158,Омск,конструктор,45000,нет
Бородастова,Дарья,жен,58,177,Москва,инженер,90000,да
Бороничев,Никита,муж,38,162,Рязань,директор предприятия,250000,нет
